4771	37117	1.28056224204
4771	10082	1.10149091961
4771	25419	1.09150623919
4771	18842	1.06828697049
4771	32455	1.06741852767
4771	33762	1.04585987594
4771	672	1.00792975421
4771	18487	1.00755314376
4771	33396	0.997505814223
4771	24275	0.921870941332
6359	1	1.04525177699
6359	672	1.04065667977
6359	37124	0.986355848434
6359	23946	0.878297526983
6359	18625	0.878106688809
6359	32162	0.831146564001
6359	36837	0.822691348269
6359	37117	0.790137662251
6359	18487	0.779758039454
6359	17001	0.773285001656
6222	1	0.273804955867
6222	22820	0.226103378075
6222	45445	0.218139996264
6222	45364	0.217428368835
6222	1390	0.210947706213
6222	24183	0.21059801734
6222	1007	0.206515944413
6222	26695	0.204022397188
6222	6417	0.197020047622
6222	35282	0.195018805367
2697	18487	1.24361211051
2697	25419	1.19270954858
2697	1	1.09624395796
2697	24275	1.08060442115
2697	18774	1.06972355409
2697	37117	1.06184031376
2697	10082	1.03086729112
2697	43375	1.01952554872
2697	1292	0.993590097515
2697	13471	0.964517960673
6874	21948	1.09229847518
6874	30413	1.06254580189
6874	44423	1.01828555948
6874	29522	1.01205372595
6874	6708	0.986667272684
6874	1	0.981545019069
6874	2318	0.97617683516
6874	22820	0.955319166123
6874	38056	0.939619919534
6874	370	0.92576493461
7373	1	1.17347020452
7373	1007	1.15092782351
7373	32162	0.965194775542
7373	51	0.963649192722
7373	35718	0.884059994899
7373	3422	0.829626846736
7373	19052	0.825326171386
7373	4562	0.785128872554
7373	17283	0.781956612688
7373	12629	0.780969746245
8609	28457	1.59348811711
8609	20351	1.41409786977
8609	27183	1.41090688567
8609	31535	1.41013704617
8609	37124	1.40701350551
8609	45067	1.30585079202
8609	10447	1.28982970888
8609	24078	1.27507712347
8609	18842	1.25456971824
8609	25480	1.20881692748
1513	37259	0.0057337623879
1513	29370	0.00561056205952
1513	31772	0.00509002677474
1513	18312	0.00492167172526
1513	1	0.00488598901743
1513	23946	0.00486179462149
1513	29366	0.00480486104222
1513	6092	0.00479357261988
1513	14276	0.00450079691518
1513	25951	0.00444462267541
5842	27183	0.119676823531
5842	31535	0.116608389689
5842	30413	0.112877138806
5842	32374	0.112002085342
5842	45067	0.109720963949
5842	3246	0.109337527241
5842	35718	0.105547979088
5842	32162	0.105427539658
5842	44856	0.105393789984
5842	30972	0.100570145702
1874	21201	1.00819823138
1874	707	0.945083444758
1874	24070	0.875199767176
1874	4186	0.849655546635
1874	19696	0.812570960059
1874	45506	0.810663098748
1874	27941	0.808224365577
1874	20814	0.769491785721
1874	1	0.765948803516
1874	41767	0.76048047628
7657	37117	1.31202955426
